Contry code,Product name,Value
IT,Computer and related services (72),1
IT,Research and development services (73),1
IT,Other business services (74),1
IT,"Public administration and defence services, compulsory social security services (75)",1
IT,Education services (80),1
IT,Health and social work services (85),1
IT,Food waste for treatment: incineration,1
IT,Paper waste for treatment: incineration,1
IT,Plastic waste for treatment: incineration,1
IT,Intert/metal waste for treatment: incineration,1
IT,Textiles waste for treatment: incineration,1
IT,Wood waste for treatment: incineration,1
IT,Oil/hazardous waste for treatment: incineration,1
IT,Food waste for treatment: biogasification and land application,1
IT,Paper waste for treatment: biogasification and land application,1
IT,Sewage sludge for treatment: biogasification and land application,1
IT,Food waste for treatment: composting and land application,1
IT,Paper and wood waste for treatment: composting and land application,1
IT,Food waste for treatment: waste water treatment,1
IT,Other waste for treatment: waste water treatment,1
IT,Food waste for treatment: landfill,1
IT,Paper for treatment: landfill,1
IT,Plastic waste for treatment: landfill,1
IT,Inert/metal/hazardous waste for treatment: landfill,1
IT,Textiles waste for treatment: landfill,1
IT,Wood waste for treatment: landfill,1
IT,Membership organisation services n.e.c. (91),1
IT,"Recreational, cultural and sporting services (92)",1
IT,Other services (93),1
IT,Private households with employed persons (95),1
IT,Extra-territorial organizations and bodies,1
JP,Paddy rice,1
JP,Wheat,1
JP,Cereal grains nec,1
JP,"Vegetables, fruit, nuts",1
JP,Oil seeds,1
JP,"Sugar cane, sugar beet",1
JP,Plant-based fibers,1
JP,Crops nec,1
JP,Cattle,1
JP,Pigs,1
JP,Poultry,1
JP,Meat animals nec,1
JP,Animal products nec,1
JP,Raw milk,1
JP,"Wool, silk-worm cocoons",1
JP,Manure (conventional treatment),1
JP,Manure (biogas treatment),1
JP,"Products of forestry, logging and related services (02)",1
JP,"Fish and other fishing products, services incidental of fishing (05)",1
JP,"Coal, lignite and peat",1
JP,"Crude petroleum and services related to crude oil extraction, excluding surveying",1
JP,"Natural gas and services related to natural gas extraction, excluding surveying, inclulding liquid gas",1
JP,Other Hydrocarbons,1
JP,Uranium and thorium ores (12),1
JP,Iron ores,1
JP,Copper ores and concentrates,1
JP,Nickel ores and concentrates,1
JP,Aluminium ores and concentrates,1
JP,Precious metal ores and concentrates,1
JP,"Lead, zinc and tin ores and concentrates",1
JP,Other non-ferrous metal ores and concentrates,1
JP,Stone,1
JP,Sand and clay,1
JP,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",1
JP,Products of meat cattle,1
JP,Products of meat pigs,1
JP,Products of meat poultry,1
JP,Meat products nec,1
JP,products of Vegetable oils and fats,1
JP,Dairy products,1
JP,Processed rice,1
JP,Sugar,1
JP,Food products nec,1
JP,Beverages,1
JP,Fish products,1
JP,Tobacco products (16),1
JP,Textiles (17),1
JP,"Wearing apparel, furs (18)",1
JP,Leather and leather products (19),1
JP,"Wood and products of wood and cork (except furniture), articles of straw and plaiting materials (20)",1
JP,"Wood material for treatment, Re-processing of secondary wood material into new wood material",1
JP,Pulp,1
JP,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",1
JP,Paper and paper products,1
JP,Printed matter and recorded media (22),1
JP,Coke oven products,1
JP, Refined Petroleum,1
JP,Nuclear fuel,1
JP,"Plastics, basic",1
JP,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",1
JP,N-fertiliser,1
JP,P- and other fertiliser,1
JP,"Chemicals nec, additives and biofuels",1
JP,Rubber and plastic products (25),1
JP,Glass and glass products,1
JP,"Secondary glass for treatment, Re-processing of secondary glass into new glass",1
JP,Ceramic goods,1
JP,"Bricks, tiles and construction products, in baked clay",1
JP,"Cement, lime and plaster",1
JP,"Ash for treatment, Re-processing of ash into clinker",1
JP,Other non-metallic mineral products,1
JP,Basic iron and steel and of ferro-alloys and first products thereof,1
JP,"Secondary steel for treatment, Re-processing of secondary steel into new steel",1
JP,Precious metals,1
JP,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",1
JP,Aluminium and aluminium products,1
JP,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",1
JP,"Lead, zinc and tin and products thereof",1
JP,"Secondary lead for treatment, Re-processing of secondary lead into new lead",1
JP,Copper products,1
JP,"Secondary copper for treatment, Re-processing of secondary copper into new copper",1
JP,Other non-ferrous metal products,1
JP,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",1
JP,Foundry work services,1
JP,"Fabricated metal products, except machinery and equipment (28)",1
JP,Machinery and equipment n.e.c. (29),1
JP,Office machinery and computers (30),1
JP,Electrical machinery and apparatus n.e.c. (31),1
JP,"Radio, television and communication equipment and apparatus (32)",1
JP,"Medical, precision and optical instruments, watches and clocks (33)",1
JP,"Motor vehicles, trailers and semi-trailers (34)",1
JP,Other transport equipment (35),1
JP,"Furniture, other manufactured goods n.e.c. (36)",1
JP,Secondary raw materials,1
JP,"Bottles for treatment, Recycling of bottles by direct reuse",1
JP,Electricity by coal,1.392913639
JP,Electricity by gas,0.909849034
JP,Electricity by nuclear,0.480140804
JP,Electricity by hydro,0.894010421
JP,Electricity by wind,2.025256138
JP,Electricity by petroleum and other oil derivatives,0.292633383
JP,Electricity by biomass and waste,3.304136353
JP,Electricity by solar photovoltaic,17.29914433
JP,Electricity by solar thermal,0
JP,"Electricity by tide, wave, ocean",0
JP,Electricity by Geothermal,0
JP,Electricity nec,0
JP,Transmission services of electricity,1
JP,Distribution and trade services of electricity,1
JP,Biogas an other gases nec.,1
JP,Distribution services of gaseous fuels through mains,1
JP,Steam and hot water supply services,1
JP,"Collected and purified water, distribution services of water (41)",1
JP,Construction work (45),1
JP,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",1
JP,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",1
JP,Retail trade services of motor fuel,1
JP,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",1
JP,"Retail  trade services, except of motor vehicles and motorcycles, repair services of personal and household goods (52)",1
JP,Hotel and restaurant services (55),1
JP,Railway transportation services,1
JP,Other land transportation services,1
JP,Transportation services via pipelines,1
JP,Sea and coastal water transportation services,1
JP,Inland water transportation services,1
JP,Air transport services (62),1
JP,"Supporting and auxiliary transport services, travel agency services (63)",1
JP,Post and telecommunication services (64),1
JP,"Financial intermediation services, except insurance and pension funding services (65)",1
JP,"Insurance and pension funding services, except compulsory social security services (66)",1
JP,Services auxiliary to financial intermediation (67),1
JP,Real estate services (70),1
JP,Renting services of machinery and equipment without operator and of personal and household goods (71),1
JP,Computer and related services (72),1
JP,Research and development services (73),1
JP,Other business services (74),1
JP,"Public administration and defence services, compulsory social security services (75)",1
JP,Education services (80),1
JP,Health and social work services (85),1
JP,Food waste for treatment: incineration,1
JP,Paper waste for treatment: incineration,1
JP,Plastic waste for treatment: incineration,1
JP,Intert/metal waste for treatment: incineration,1
JP,Textiles waste for treatment: incineration,1
JP,Wood waste for treatment: incineration,1
JP,Oil/hazardous waste for treatment: incineration,1
JP,Food waste for treatment: biogasification and land application,1
JP,Paper waste for treatment: biogasification and land application,1
JP,Sewage sludge for treatment: biogasification and land application,1
JP,Food waste for treatment: composting and land application,1
JP,Paper and wood waste for treatment: composting and land application,1
JP,Food waste for treatment: waste water treatment,1
JP,Other waste for treatment: waste water treatment,1
JP,Food waste for treatment: landfill,1
JP,Paper for treatment: landfill,1
JP,Plastic waste for treatment: landfill,1
JP,Inert/metal/hazardous waste for treatment: landfill,1
JP,Textiles waste for treatment: landfill,1
JP,Wood waste for treatment: landfill,1
JP,Membership organisation services n.e.c. (91),1
JP,"Recreational, cultural and sporting services (92)",1
JP,Other services (93),1
JP,Private households with employed persons (95),1
JP,Extra-territorial organizations and bodies,1
LV,Paddy rice,1
LV,Wheat,1
LV,Cereal grains nec,1
LV,"Vegetables, fruit, nuts",1
LV,Oil seeds,1
LV,"Sugar cane, sugar beet",1
LV,Plant-based fibers,1
LV,Crops nec,1
LV,Cattle,1
LV,Pigs,1
LV,Poultry,1
LV,Meat animals nec,1
LV,Animal products nec,1
LV,Raw milk,1
LV,"Wool, silk-worm cocoons",1
LV,Manure (conventional treatment),1
LV,Manure (biogas treatment),1
LV,"Products of forestry, logging and related services (02)",1
LV,"Fish and other fishing products, services incidental of fishing (05)",1
LV,"Coal, lignite and peat",1
LV,"Crude petroleum and services related to crude oil extraction, excluding surveying",1
LV,"Natural gas and services related to natural gas extraction, excluding surveying, inclulding liquid gas",1
LV,Other Hydrocarbons,1
LV,Uranium and thorium ores (12),1
LV,Iron ores,1
LV,Copper ores and concentrates,1
LV,Nickel ores and concentrates,1
LV,Aluminium ores and concentrates,1
LV,Precious metal ores and concentrates,1
LV,"Lead, zinc and tin ores and concentrates",1
LV,Other non-ferrous metal ores and concentrates,1
LV,Stone,1
LV,Sand and clay,1
LV,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",1
LV,Products of meat cattle,1
LV,Products of meat pigs,1
LV,Products of meat poultry,1
LV,Meat products nec,1
LV,products of Vegetable oils and fats,1
LV,Dairy products,1
LV,Processed rice,1
LV,Sugar,1
LV,Food products nec,1
LV,Beverages,1
LV,Fish products,1
LV,Tobacco products (16),1
LV,Textiles (17),1
LV,"Wearing apparel, furs (18)",1
LV,Leather and leather products (19),1
LV,"Wood and products of wood and cork (except furniture), articles of straw and plaiting materials (20)",1
LV,"Wood material for treatment, Re-processing of secondary wood material into new wood material",1
LV,Pulp,1
LV,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",1
LV,Paper and paper products,1
LV,Printed matter and recorded media (22),1
LV,Coke oven products,1
LV, Refined Petroleum,1
LV,Nuclear fuel,1
LV,"Plastics, basic",1
LV,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",1
LV,N-fertiliser,1
LV,P- and other fertiliser,1
LV,"Chemicals nec, additives and biofuels",1
LV,Rubber and plastic products (25),1
LV,Glass and glass products,1
LV,"Secondary glass for treatment, Re-processing of secondary glass into new glass",1
LV,Ceramic goods,1
LV,"Bricks, tiles and construction products, in baked clay",1
LV,"Cement, lime and plaster",1
LV,"Ash for treatment, Re-processing of ash into clinker",1
LV,Other non-metallic mineral products,1
LV,Basic iron and steel and of ferro-alloys and first products thereof,1
LV,"Secondary steel for treatment, Re-processing of secondary steel into new steel",1
LV,Precious metals,1
LV,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",1
LV,Aluminium and aluminium products,1
LV,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",1
LV,"Lead, zinc and tin and products thereof",1
LV,"Secondary lead for treatment, Re-processing of secondary lead into new lead",1
LV,Copper products,1
LV,"Secondary copper for treatment, Re-processing of secondary copper into new copper",1
LV,Other non-ferrous metal products,1
LV,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",1
LV,Foundry work services,1
LV,"Fabricated metal products, except machinery and equipment (28)",1
LV,Machinery and equipment n.e.c. (29),1
LV,Office machinery and computers (30),1
LV,Electrical machinery and apparatus n.e.c. (31),1
LV,"Radio, television and communication equipment and apparatus (32)",1
LV,"Medical, precision and optical instruments, watches and clocks (33)",1
LV,"Motor vehicles, trailers and semi-trailers (34)",1
LV,Other transport equipment (35),1
LV,"Furniture, other manufactured goods n.e.c. (36)",1
LV,Secondary raw materials,1
LV,"Bottles for treatment, Recycling of bottles by direct reuse",1
LV,Electricity by coal,0
LV,Electricity by gas,0.853745322
LV,Electricity by nuclear,0
LV,Electricity by hydro,0.786408169
LV,Electricity by wind,1.930314409
LV,Electricity by petroleum and other oil derivatives,0
LV,Electricity by biomass and waste,46.59921444
LV,Electricity by solar photovoltaic,0
LV,Electricity by solar thermal,0
LV,"Electricity by tide, wave, ocean",0
LV,Electricity by Geothermal,0
LV,Electricity nec,0
LV,Transmission services of electricity,1
LV,Distribution and trade services of electricity,1
LV,Biogas an other gases nec.,1
LV,Distribution services of gaseous fuels through mains,1
LV,Steam and hot water supply services,1
LV,"Collected and purified water, distribution services of water (41)",1
LV,Construction work (45),1
LV,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",1
LV,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",1
LV,Retail trade services of motor fuel,1
LV,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",1
LV,"Retail  trade services, except of motor vehicles and motorcycles, repair services of personal and household goods (52)",1
LV,Hotel and restaurant services (55),1
LV,Railway transportation services,1
LV,Other land transportation services,1
LV,Transportation services via pipelines,1
LV,Sea and coastal water transportation services,1
LV,Inland water transportation services,1
LV,Air transport services (62),1
LV,"Supporting and auxiliary transport services, travel agency services (63)",1
LV,Post and telecommunication services (64),1
LV,"Financial intermediation services, except insurance and pension funding services (65)",1
LV,"Insurance and pension funding services, except compulsory social security services (66)",1
LV,Services auxiliary to financial intermediation (67),1
LV,Real estate services (70),1
LV,Renting services of machinery and equipment without operator and of personal and household goods (71),1
LV,Computer and related services (72),1
LV,Research and development services (73),1
LV,Other business services (74),1
LV,"Public administration and defence services, compulsory social security services (75)",1
LV,Education services (80),1
LV,Health and social work services (85),1
LV,Food waste for treatment: incineration,1
LV,Paper waste for treatment: incineration,1
LV,Plastic waste for treatment: incineration,1
LV,Intert/metal waste for treatment: incineration,1
LV,Textiles waste for treatment: incineration,1
LV,Wood waste for treatment: incineration,1
LV,Oil/hazardous waste for treatment: incineration,1
LV,Food waste for treatment: biogasification and land application,1
LV,Paper waste for treatment: biogasification and land application,1
LV,Sewage sludge for treatment: biogasification and land application,1
LV,Food waste for treatment: composting and land application,1
LV,Paper and wood waste for treatment: composting and land application,1
LV,Food waste for treatment: waste water treatment,1
LV,Other waste for treatment: waste water treatment,1
LV,Food waste for treatment: landfill,1
LV,Paper for treatment: landfill,1
LV,Plastic waste for treatment: landfill,1
LV,Inert/metal/hazardous waste for treatment: landfill,1
LV,Textiles waste for treatment: landfill,1
LV,Wood waste for treatment: landfill,1
LV,Membership organisation services n.e.c. (91),1
LV,"Recreational, cultural and sporting services (92)",1
LV,Other services (93),1
LV,Private households with employed persons (95),1
LV,Extra-territorial organizations and bodies,1
LT,Paddy rice,1
LT,Wheat,1
LT,Cereal grains nec,1
LT,"Vegetables, fruit, nuts",1
LT,Oil seeds,1
LT,"Sugar cane, sugar beet",1
LT,Plant-based fibers,1
LT,Crops nec,1
LT,Cattle,1
LT,Pigs,1
LT,Poultry,1
LT,Meat animals nec,1
LT,Animal products nec,1
LT,Raw milk,1
LT,"Wool, silk-worm cocoons",1
LT,Manure (conventional treatment),1
LT,Manure (biogas treatment),1
LT,"Products of forestry, logging and related services (02)",1
LT,"Fish and other fishing products, services incidental of fishing (05)",1
LT,"Coal, lignite and peat",1
LT,"Crude petroleum and services related to crude oil extraction, excluding surveying",1
LT,"Natural gas and services related to natural gas extraction, excluding surveying, inclulding liquid gas",1
LT,Other Hydrocarbons,1
LT,Uranium and thorium ores (12),1
LT,Iron ores,1
LT,Copper ores and concentrates,1
LT,Nickel ores and concentrates,1
LT,Aluminium ores and concentrates,1
LT,Precious metal ores and concentrates,1
LT,"Lead, zinc and tin ores and concentrates",1
LT,Other non-ferrous metal ores and concentrates,1
LT,Stone,1
LT,Sand and clay,1
LT,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",1
LT,Products of meat cattle,1
LT,Products of meat pigs,1
LT,Products of meat poultry,1
LT,Meat products nec,1
LT,products of Vegetable oils and fats,1
LT,Dairy products,1
LT,Processed rice,1
LT,Sugar,1
LT,Food products nec,1
LT,Beverages,1
LT,Fish products,1
LT,Tobacco products (16),1
LT,Textiles (17),1
LT,"Wearing apparel, furs (18)",1
LT,Leather and leather products (19),1
LT,"Wood and products of wood and cork (except furniture), articles of straw and plaiting materials (20)",1
LT,"Wood material for treatment, Re-processing of secondary wood material into new wood material",1
LT,Pulp,1
LT,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",1
LT,Paper and paper products,1
LT,Printed matter and recorded media (22),1
LT,Coke oven products,1
LT, Refined Petroleum,1
LT,Nuclear fuel,1
LT,"Plastics, basic",1
LT,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",1
LT,N-fertiliser,1
LT,P- and other fertiliser,1
LT,"Chemicals nec, additives and biofuels",1
LT,Rubber and plastic products (25),1
LT,Glass and glass products,1
LT,"Secondary glass for treatment, Re-processing of secondary glass into new glass",1
LT,Ceramic goods,1
LT,"Bricks, tiles and construction products, in baked clay",1
LT,"Cement, lime and plaster",1
LT,"Ash for treatment, Re-processing of ash into clinker",1
LT,Other non-metallic mineral products,1
LT,Basic iron and steel and of ferro-alloys and first products thereof,1
LT,"Secondary steel for treatment, Re-processing of secondary steel into new steel",1
LT,Precious metals,1
LT,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",1
LT,Aluminium and aluminium products,1
LT,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",1
LT,"Lead, zinc and tin and products thereof",1
LT,"Secondary lead for treatment, Re-processing of secondary lead into new lead",1
LT,Copper products,1
LT,"Secondary copper for treatment, Re-processing of secondary copper into new copper",1
LT,Other non-ferrous metal products,1
LT,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",1
LT,Foundry work services,1
LT,"Fabricated metal products, except machinery and equipment (28)",1
LT,Machinery and equipment n.e.c. (29),1
LT,Office machinery and computers (30),1
LT,Electrical machinery and apparatus n.e.c. (31),1
LT,"Radio, television and communication equipment and apparatus (32)",1
LT,"Medical, precision and optical instruments, watches and clocks (33)",1
LT,"Motor vehicles, trailers and semi-trailers (34)",1
LT,Other transport equipment (35),1
LT,"Furniture, other manufactured goods n.e.c. (36)",1
LT,Secondary raw materials,1
LT,"Bottles for treatment, Recycling of bottles by direct reuse",1
LT,Electricity by coal,0
LT,Electricity by gas,0.653136103
LT,Electricity by nuclear,0
LT,Electricity by hydro,0.367345385
LT,Electricity by wind,1.214581128
LT,Electricity by petroleum and other oil derivatives,12.47090542
LT,Electricity by biomass and waste,41.64647047
LT,Electricity by solar photovoltaic,0
LT,Electricity by solar thermal,0
LT,"Electricity by tide, wave, ocean",0
LT,Electricity by Geothermal,0
LT,Electricity nec,0
LT,Transmission services of electricity,1
LT,Distribution and trade services of electricity,1
LT,Biogas an other gases nec.,1
LT,Distribution services of gaseous fuels through mains,1
LT,Steam and hot water supply services,1
LT,"Collected and purified water, distribution services of water (41)",1
LT,Construction work (45),1
LT,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",1
LT,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",1
LT,Retail trade services of motor fuel,1
LT,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",1
LT,"Retail  trade services, except of motor vehicles and motorcycles, repair services of personal and household goods (52)",1
LT,Hotel and restaurant services (55),1
LT,Railway transportation services,1
LT,Other land transportation services,1
LT,Transportation services via pipelines,1
LT,Sea and coastal water transportation services,1
LT,Inland water transportation services,1
LT,Air transport services (62),1
LT,"Supporting and auxiliary transport services, travel agency services (63)",1
LT,Post and telecommunication services (64),1
LT,"Financial intermediation services, except insurance and pension funding services (65)",1
LT,"Insurance and pension funding services, except compulsory social security services (66)",1
LT,Services auxiliary to financial intermediation (67),1
LT,Real estate services (70),1
LT,Renting services of machinery and equipment without operator and of personal and household goods (71),1
LT,Computer and related services (72),1
LT,Research and development services (73),1
LT,Other business services (74),1
LT,"Public administration and defence services, compulsory social security services (75)",1
LT,Education services (80),1
LT,Health and social work services (85),1
LT,Food waste for treatment: incineration,1
LT,Paper waste for treatment: incineration,1
LT,Plastic waste for treatment: incineration,1
LT,Intert/metal waste for treatment: incineration,1
LT,Textiles waste for treatment: incineration,1
LT,Wood waste for treatment: incineration,1
LT,Oil/hazardous waste for treatment: incineration,1
LT,Food waste for treatment: biogasification and land application,1
LT,Paper waste for treatment: biogasification and land application,1
LT,Sewage sludge for treatment: biogasification and land application,1
LT,Food waste for treatment: composting and land application,1
LT,Paper and wood waste for treatment: composting and land application,1
LT,Food waste for treatment: waste water treatment,1
LT,Other waste for treatment: waste water treatment,1
LT,Food waste for treatment: landfill,1
LT,Paper for treatment: landfill,1
LT,Plastic waste for treatment: landfill,1
LT,Inert/metal/hazardous waste for treatment: landfill,1
LT,Textiles waste for treatment: landfill,1
LT,Wood waste for treatment: landfill,1
LT,Membership organisation services n.e.c. (91),1
LT,"Recreational, cultural and sporting services (92)",1
LT,Other services (93),1
LT,Private households with employed persons (95),1
LT,Extra-territorial organizations and bodies,1
LU,Paddy rice,1
LU,Wheat,1
LU,Cereal grains nec,1
LU,"Vegetables, fruit, nuts",1
LU,Oil seeds,1
LU,"Sugar cane, sugar beet",1
LU,Plant-based fibers,1
LU,Crops nec,1
LU,Cattle,1
LU,Pigs,1
LU,Poultry,1
LU,Meat animals nec,1
LU,Animal products nec,1
LU,Raw milk,1
LU,"Wool, silk-worm cocoons",1
LU,Manure (conventional treatment),1
LU,Manure (biogas treatment),1
LU,"Products of forestry, logging and related services (02)",1
LU,"Fish and other fishing products, services incidental of fishing (05)",1
LU,"Coal, lignite and peat",1
LU,"Crude petroleum and services related to crude oil extraction, excluding surveying",1
LU,"Natural gas and services related to natural gas extraction, excluding surveying, inclulding liquid gas",1
LU,Other Hydrocarbons,1
LU,Uranium and thorium ores (12),1
LU,Iron ores,1
LU,Copper ores and concentrates,1
LU,Nickel ores and concentrates,1
LU,Aluminium ores and concentrates,1
LU,Precious metal ores and concentrates,1
LU,"Lead, zinc and tin ores and concentrates",1
LU,Other non-ferrous metal ores and concentrates,1
LU,Stone,1
LU,Sand and clay,1
LU,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",1
LU,Products of meat cattle,1
LU,Products of meat pigs,1
LU,Products of meat poultry,1
LU,Meat products nec,1
LU,products of Vegetable oils and fats,1
LU,Dairy products,1
LU,Processed rice,1
LU,Sugar,1
LU,Food products nec,1
LU,Beverages,1
LU,Fish products,1
LU,Tobacco products (16),1
LU,Textiles (17),1
LU,"Wearing apparel, furs (18)",1
LU,Leather and leather products (19),1
LU,"Wood and products of wood and cork (except furniture), articles of straw and plaiting materials (20)",1
LU,"Wood material for treatment, Re-processing of secondary wood material into new wood material",1
LU,Pulp,1
LU,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",1
LU,Paper and paper products,1
LU,Printed matter and recorded media (22),1
LU,Coke oven products,1
LU, Refined Petroleum,1
LU,Nuclear fuel,1
LU,"Plastics, basic",1
LU,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",1
LU,N-fertiliser,1
LU,P- and other fertiliser,1
LU,"Chemicals nec, additives and biofuels",1
LU,Rubber and plastic products (25),1
LU,Glass and glass products,1
LU,"Secondary glass for treatment, Re-processing of secondary glass into new glass",1
LU,Ceramic goods,1
LU,"Bricks, tiles and construction products, in baked clay",1
LU,"Cement, lime and plaster",1
LU,"Ash for treatment, Re-processing of ash into clinker",1
LU,Other non-metallic mineral products,1
LU,Basic iron and steel and of ferro-alloys and first products thereof,1
LU,"Secondary steel for treatment, Re-processing of secondary steel into new steel",1
LU,Precious metals,1
LU,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",1
LU,Aluminium and aluminium products,1
LU,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",1
LU,"Lead, zinc and tin and products thereof",1
LU,"Secondary lead for treatment, Re-processing of secondary lead into new lead",1
LU,Copper products,1
LU,"Secondary copper for treatment, Re-processing of secondary copper into new copper",1
LU,Other non-ferrous metal products,1
LU,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",1
LU,Foundry work services,1
LU,"Fabricated metal products, except machinery and equipment (28)",1
LU,Machinery and equipment n.e.c. (29),1
LU,Office machinery and computers (30),1
LU,Electrical machinery and apparatus n.e.c. (31),1
LU,"Radio, television and communication equipment and apparatus (32)",1
LU,"Medical, precision and optical instruments, watches and clocks (33)",1
LU,"Motor vehicles, trailers and semi-trailers (34)",1
LU,Other transport equipment (35),1
LU,"Furniture, other manufactured goods n.e.c. (36)",1
LU,Secondary raw materials,1
LU,"Bottles for treatment, Recycling of bottles by direct reuse",1
LU,Electricity by coal,0
LU,Electricity by gas,0.089077091
LU,Electricity by nuclear,0
LU,Electricity by hydro,2.023602662
LU,Electricity by wind,9.542381972
LU,Electricity by petroleum and other oil derivatives,34.27655027
LU,Electricity by biomass and waste,0
LU,Electricity by solar photovoltaic,21.2154102
LU,Electricity by solar thermal,0
LU,"Electricity by tide, wave, ocean",0
LU,Electricity by Geothermal,0
LU,Electricity nec,0
LU,Transmission services of electricity,1
LU,Distribution and trade services of electricity,1
LU,Biogas an other gases nec.,1
LU,Distribution services of gaseous fuels through mains,1
LU,Steam and hot water supply services,1
LU,"Collected and purified water, distribution services of water (41)",1
LU,Construction work (45),1
LU,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",1
LU,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",1
LU,Retail trade services of motor fuel,1
LU,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",1
LU,"Retail  trade services, except of motor vehicles and motorcycles, repair services of personal and household goods (52)",1
LU,Hotel and restaurant services (55),1
LU,Railway transportation services,1
LU,Other land transportation services,1
LU,Transportation services via pipelines,1
LU,Sea and coastal water transportation services,1
LU,Inland water transportation services,1
LU,Air transport services (62),1
LU,"Supporting and auxiliary transport services, travel agency services (63)",1
LU,Post and telecommunication services (64),1
LU,"Financial intermediation services, except insurance and pension funding services (65)",1
LU,"Insurance and pension funding services, except compulsory social security services (66)",1
LU,Services auxiliary to financial intermediation (67),1
LU,Real estate services (70),1
LU,Renting services of machinery and equipment without operator and of personal and household goods (71),1
LU,Computer and related services (72),1
LU,Research and development services (73),1
LU,Other business services (74),1
LU,"Public administration and defence services, compulsory social security services (75)",1
LU,Education services (80),1
LU,Health and social work services (85),1
LU,Food waste for treatment: incineration,1
LU,Paper waste for treatment: incineration,1
LU,Plastic waste for treatment: incineration,1
LU,Intert/metal waste for treatment: incineration,1
LU,Textiles waste for treatment: incineration,1
LU,Wood waste for treatment: incineration,1
LU,Oil/hazardous waste for treatment: incineration,1
LU,Food waste for treatment: biogasification and land application,1
LU,Paper waste for treatment: biogasification and land application,1
LU,Sewage sludge for treatment: biogasification and land application,1
LU,Food waste for treatment: composting and land application,1
LU,Paper and wood waste for treatment: composting and land application,1
LU,Food waste for treatment: waste water treatment,1
LU,Other waste for treatment: waste water treatment,1
LU,Food waste for treatment: landfill,1
LU,Paper for treatment: landfill,1
LU,Plastic waste for treatment: landfill,1
LU,Inert/metal/hazardous waste for treatment: landfill,1
LU,Textiles waste for treatment: landfill,1
LU,Wood waste for treatment: landfill,1
LU,Membership organisation services n.e.c. (91),1
LU,"Recreational, cultural and sporting services (92)",1
LU,Other services (93),1
LU,Private households with employed persons (95),1
LU,Extra-territorial organizations and bodies,1
MT,Paddy rice,1
MT,Wheat,1
MT,Cereal grains nec,1
MT,"Vegetables, fruit, nuts",1
MT,Oil seeds,1
MT,"Sugar cane, sugar beet",1
MT,Plant-based fibers,1
MT,Crops nec,1
MT,Cattle,1
MT,Pigs,1
MT,Poultry,1
MT,Meat animals nec,1
MT,Animal products nec,1
MT,Raw milk,1
MT,"Wool, silk-worm cocoons",1
MT,Manure (conventional treatment),1
MT,Manure (biogas treatment),1
MT,"Products of forestry, logging and related services (02)",1
MT,"Fish and other fishing products, services incidental of fishing (05)",1
MT,"Coal, lignite and peat",1
MT,"Crude petroleum and services related to crude oil extraction, excluding surveying",1
MT,"Natural gas and services related to natural gas extraction, excluding surveying, inclulding liquid gas",1
